,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,xform_HUFL,xform_HULL,xform_MUFL,xform_MULL,xform_LUFL,xform_LULL,xform_OT
705,-1.89562,0.34685,-1.98934,0.11047,-0.06914,0.73075,-1.27622,-1.22736,0.26471,-1.42378,0.48238,0.06342,0.34808,-0.83515
706,-2.67924,0.76358,-2.88428,0.75624,0.37736,0.58478,-1.29159,-1.85951,0.40652,-2.06086,0.72894,-0.04734,0.34271,-0.99269
707,-2.82891,0.05835,-3.03232,-0.12935,0.13897,0.53717,-1.2456,-2.00088,0.36082,-2.16706,0.6421,-0.17211,0.21727,-0.89437
708,-3.57795,-0.22967,-3.68283,-0.11067,-0.45604,0.296,-1.2456,-2.37746,0.32102,-2.23742,0.46674,-0.45442,0.2072,-0.95997
709,-3.52032,-0.10193,-3.29633,-0.11067,-1.79553,-0.47832,-1.06928,-2.25482,0.12264,-2.32013,0.59004,-0.40925,0.28408,-0.86948
710,-1.72272,-0.22967,-1.46767,-0.14752,-1.67633,-0.57511,-1.13064,-1.89497,-0.04054,-2.03538,0.45781,-0.45646,0.17877,-0.77662
711,-1.22726,-0.29378,-0.90106,0.01859,-2.24202,-0.96068,-1.13064,-1.4543,-0.13414,-1.83687,0.10518,-0.38661,0.21528,-0.76747
712,-0.7779,-0.48612,-0.52761,-0.20307,-1.43794,-0.52592,-1.13064,-1.09994,-0.28124,-1.21898,-0.06412,-0.29411,0.23409,-0.77195
713,0.12081,-0.45406,0.04534,-0.38735,0.43696,-0.09116,-1.13826,-0.64485,-0.3537,-0.84351,-0.41309,-0.05356,0.18235,-0.83827
714,0.18997,-0.3579,0.08394,-0.40604,0.64506,0.39278,-1.06928,-0.34797,-0.68454,-0.42211,-0.60198,0.11388,0.16096,-0.8701
715,0.14387,-0.3579,0.05186,-0.40604,0.64506,0.44039,-1.10764,-0.32283,-0.76009,-0.46776,-0.5055,-0.01569,0.00444,-0.9673
716,0.09776,-0.26173,-0.05124,-0.42421,0.76426,0.82754,-1.17662,-0.45235,-0.73415,-0.52217,-0.71897,0.07933,0.22507,-0.79191
717,-0.06344,-0.32584,-0.17355,-0.4429,0.67437,0.97193,-1.19188,-0.28674,-0.45451,-0.32137,-0.40332,-0.19658,0.08482,-0.99374
718,-0.1326,0.34685,-0.12843,0.03676,0.55518,1.02112,-1.19962,-0.20257,-0.22992,-0.14783,0.1767,-0.44862,0.07513,-1.00109
719,0.32829,0.50713,0.25136,0.33213,0.40667,0.87514,-1.19188,-0.07357,0.28978,0.08965,0.34652,-0.48602,-0.01146,-1.15245
